id	sn	s1	s2	s3	s4	s5	s6	d	dp2	dp2s	d2	d2s	dp4	dp4s	d4	d4s
31185	1	0	1	0	0	0	0	3	3	1	3	1	3	1	3	2
32001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32003	27	3	2	7	0	1	14	0	0	0	0	2	0	0	0	1
32005	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32007	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32009	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32011	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32013	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32015	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32017	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32019	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32021	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32023	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32027	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32029	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32031	11	1	1	2	1	0	6	0	0	0	0	1	0	0	0	0
32033	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32510	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
33001	1	0	0	0	1	0	0	3	1	1	1	0	3	0	4	1
33003	0	0	0	0	0	0	0	2	1	1	1	0	3	0	3	1
33005	3	1	2	0	0	0	0	4	2	1	2	0	5	1	5	1
33007	1	0	0	0	1	0	0	2	1	1	1	0	2	0	3	0
33009	4	1	2	0	0	1	0	3	1	1	1	0	3	0	4	1
33011	11	1	5	2	2	1	0	4	1	1	2	0	4	1	5	1
33013	6	2	3	0	1	0	0	3	1	1	2	0	4	1	4	1
33015	1	0	0	0	1	0	0	3	1	1	2	0	3	0	4	1
33017	1	1	0	0	0	0	0	3	1	1	1	0	3	0	4	1
33019	1	0	0	0	1	0	0	3	1	1	2	0	4	0	4	1
34001	2	1	0	0	1	0	0	7	4	4	5	4	7	4	7	3
34003	9	1	2	0	1	1	4	9	4	4	7	5	9	5	9	4
34005	2	0	0	0	1	0	1	8	4	4	7	5	8	5	9	3
34007	5	1	1	1	1	0	1	8	5	4	7	5	8	5	9	3
34009	0	0	0	0	0	0	0	6	4	4	5	4	7	4	7	3
34011	1	0	0	0	1	0	0	7	4	4	6	4	8	4	8	3
34013	12	3	4	1	1	0	3	9	4	4	7	5	9	5	9	4
34015	2	1	0	0	1	0	0	8	5	4	7	5	8	5	9	3
34017	6	1	2	2	1	0	0	9	4	4	7	5	9	5	9	4
34019	0	0	0	0	0	0	0	8	4	4	7	5	9	5	9	3
34021	8	2	3	0	1	2	0	8	4	4	7	5	9	5	9	4
34023	10	1	2	1	1	0	5	9	4	4	7	5	9	5	9	4
34025	5	0	3	0	1	0	1	8	4	4	6	5	8	5	9	4
34027	7	0	4	0	1	1	1	8	4	4	7	5	9	5	9	4
34029	7	0	5	0	1	0	1	7	4	4	6	5	8	4	8	3
34031	4	1	0	1	1	0	1	9	4	4	7	5	9	5	9	4
34033	1	0	0	0	1	0	0	8	5	4	7	4	8	4	9	3
34035	1	0	0	0	1	0	0	8	4	4	7	5	9	5	9	4
34037	1	0	0	0	1	0	0	8	4	4	6	5	8	5	9	3
34039	8	1	2	0	1	3	1	9	4	4	7	5	9	5	9	4
34041	2	0	1	0	1	0	0	8	4	4	7	5	9	4	9	3
35001	13	1	0	8	2	0	2	1	1	4	1	1	1	3	1	1
35003	0	0	0	0	0	0	0	0	1	4	1	1	0	2	0	1
35005	2	0	0	0	2	0	0	1	1	4	1	1	1	2	1	1
35006	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35007	0	0	0	0	0	0	0	1	1	4	1	1	1	2	1	1
35009	1	0	0	0	1	0	0	1	2	4	1	1	1	2	1	1
35011	0	0	0	0	0	0	0	1	1	4	1	1	1	2	1	1
35013	2	1	0	0	1	0	0	0	1	4	1	1	0	2	0	1
35015	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35017	1	1	0	0	0	0	0	0	1	4	0	1	0	2	0	1
35019	0	0	0	0	0	0	0	1	1	4	1	1	1	2	1	1
35021	0	0	0	0	0	0	0	1	2	4	1	1	1	2	1	1
35023	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	1
35025	2	0	1	0	1	0	0	1	1	4	1	1	1	2	1	1
35027	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35028	1	0	0	0	1	0	0	1	1	4	1	1	1	3	1	1
35029	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	1
35031	2	1	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35033	0	0	0	0	0	0	0	1	1	4	1	1	1	2	1	1
35035	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35037	1	0	0	0	1	0	0	1	2	4	1	1	1	2	1	1
35039	1	1	0	0	0	0	0	1	1	4	1	1	1	2	1	1
35041	1	1	0	0	0	0	0	1	1	4	1	1	1	3	1	1
35043	0	0	0	0	0	0	0	1	1	4	1	1	1	3	1	1
35045	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35047	2	1	0	0	1	0	0	1	1	4	1	1	1	3	1	1
35049	6	1	2	2	1	0	0	1	1	4	1	1	1	3	1	1
35051	0	0	0	0	0	0	0	0	1	4	1	1	0	2	0	1
35053	1	1	0	0	0	0	0	1	1	4	1	1	1	3	1	1
35055	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
35057	0	0	0	0	0	0	0	1	1	4	1	1	1	2	1	1
35059	0	0	0	0	0	0	0	1	2	4	2	1	1	2	1	1
35061	1	0	0	0	1	0	0	1	1	4	1	1	1	2	1	1
36001	12	1	7	1	0	1	2	5	2	7	3	8	6	9	6	9
36003	3	1	2	0	0	0	0	7	4	7	6	8	8	9	7	9
36005	10	2	4	1	2	1	0	9	4	8	7	8	9	9	9	9
36007	3	1	1	0	1	0	0	6	3	7	5	8	8	9	7	9
36009	1	0	1	0	0	0	0	7	4	7	6	8	8	9	7	9
36011	2	0	1	0	1	0	0	6	3	7	5	8	6	9	6	9
36013	3	1	0	1	1	0	0	7	5	7	6	8	8	9	7	9
36015	3	0	1	0	0	1	1	7	4	7	6	8	8	9	7	9
36017	0	0	0	0	0	0	0	6	3	7	5	8	7	9	7	9
36019	3	1	0	0	1	1	0	3	1	7	2	8	3	9	3	9
36021	1	0	0	0	1	0	0	6	3	7	4	8	6	9	7	9
36023	1	1	0	0	0	0	0	6	3	7	5	8	7	9	7	9
36025	1	1	0	0	0	0	0	6	3	7	5	8	7	9	7	9
36027	6	0	5	0	1	0	0	6	3	7	5	8	7	9	8	9
36029	16	2	8	4	1	0	1	6	4	7	5	8	7	9	7	9
36031	1	0	0	0	1	0	0	3	1	7	2	8	4	9	4	9
36033	1	0	1	0	0	0	0	3	1	7	2	8	3	9	4	9
36035	0	0	0	0	0	0	0	5	2	7	3	8	6	9	6	9
36037	1	0	0	0	1	0	0	6	3	7	5	8	7	9	7	9
36039	0	0	0	0	0	0	0	6	3	7	4	8	6	9	7	9
36041	0	0	0	0	0	0	0	4	2	7	3	8	5	9	5	9
36043	1	0	0	0	1	0	0	5	3	7	4	8	6	9	6	9
36045	1	0	0	0	1	0	0	4	2	7	3	8	5	9	5	9
36047	42	4	30	1	1	4	2	9	4	8	7	8	9	9	9	9
36049	0	0	0	0	0	0	0	4	2	7	3	8	5	9	5	9
36051	1	1	0	0	0	0	0	6	3	7	5	8	7	9	7	9
36053	3	1	2	0	0	0	0	5	3	7	4	8	6	9	6	9
36055	14	1	9	1	1	0	2	6	3	7	5	8	6	9	6	9
36057	1	0	0	0	1	0	0	5	2	7	3	8	6	9	6	9
36059	17	2	10	1	1	0	3	8	4	8	6	8	8	9	9	9
36061	68	7	34	8	2	6	11	9	4	8	8	8	9	9	9	9
36063	2	0	1	0	1	0	0	6	4	7	5	8	7	9	6	9
36065	7	1	2	0	1	2	1	5	3	7	4	8	6	9	6	9
36067	11	2	2	1	1	2	3	6	3	7	4	8	6	9	6	9
36069	3	0	1	0	1	1	0	6	3	7	5	8	7	9	6	9
36071	4	1	2	0	1	0	0	7	4	7	5	8	8	9	8	9
36073	0	0	0	0	0	0	0	6	3	7	5	8	6	9	6	9
36075	1	1	0	0	0	0	0	5	3	7	4	8	6	9	6	9
36077	2	1	1	0	0	0	0	6	3	7	4	8	7	9	7	9
36079	0	0	0	0	0	0	0	7	3	7	5	8	7	9	8	9
36081	17	3	6	1	2	1	4	9	4	8	7	8	9	9	9	9
36083	4	0	2	0	1	1	0	5	2	7	3	8	6	9	6	9
36085	3	1	1	0	0	0	1	9	4	7	7	8	9	9	9	9
36087	12	0	11	0	1	0	0	8	4	7	6	8	8	9	9	9
36089	4	2	2	0	0	0	0	3	2	7	2	8	4	9	4	9
36091	2	1	1	0	0	0	0	5	2	7	3	8	5	9	6	9
36093	4	0	2	0	1	1	0	5	2	7	3	8	6	9	6	9
36095	1	1	0	0	0	0	0	5	3	7	4	8	6	9	6	9
36097	0	0	0	0	0	0	0	6	3	7	5	8	7	9	7	9
36099	1	0	1	0	0	0	0	6	3	7	5	8	7	9	7	9
36101	2	0	0	0	1	1	0	7	4	7	6	8	7	9	7	9
36103	10	2	3	1	2	0	2	6	3	7	4	8	7	9	7	9
36105	2	0	1	0	1	0	0	7	3	7	5	8	8	9	8	9
36107	0	0	0	0	0	0	0	7	4	7	5	8	7	9	7	9
36109	3	0	2	0	1	0	0	6	3	7	5	8	7	9	7	9
36111	2	1	0	0	1	0	0	6	3	7	5	8	7	9	7	9
36113	2	0	0	0	1	1	0	4	2	7	3	8	5	9	5	9
36115	0	0	0	0	0	0	0	4	2	7	3	8	5	9	5	9
36117	0	0	0	0	0	0	0	6	3	7	4	8	6	9	6	9
36119	19	1	12	1	1	3	1	8	4	8	6	8	8	9	9	9
36121	0	0	0	0	0	0	0	6	4	7	5	8	7	9	7	9
36123	1	0	1	0	0	0	0	6	3	7	5	8	7	9	7	9
37001	2	0	1	0	1	0	0	7	7	9	7	7	7	6	7	6
37003	0	0	0	0	0	0	0	7	8	9	7	7	8	6	7	6
37005	0	0	0	0	0	0	0	8	8	9	8	7	8	6	8	6
37007	1	0	0	0	1	0	0	6	7	9	6	7	6	6	6	6
37009	0	0	0	0	0	0	0	8	9	9	8	7	8	6	8	6
37011	2	0	1	0	1	0	0	8	9	9	8	7	8	6	8	6
37013	1	0	0	0	1	0	0	5	4	9	4	7	5	6	5	5
37015	0	0	0	0	0	0	0	5	4	9	5	7	6	6	5	5
37017	1	0	0	0	1	0	0	5	5	9	5	7	5	6	5	6
37019	1	0	0	0	1	0	0	4	4	9	4	7	4	6	4	5
37021	6	1	2	2	1	0	0	7	9	9	8	7	8	6	7	6
37023	1	0	0	0	1	0	0	7	9	9	8	7	8	6	7	6
37025	1	0	1	0	0	0	0	7	8	9	7	7	7	6	7	6
37027	1	0	0	0	1	0	0	7	9	9	8	7	8	6	7	6
37029	0	0	0	0	0	0	0	5	4	8	4	7	5	5	5	5
37031	1	0	0	0	1	0	0	4	3	9	3	7	4	5	4	5
37033	0	0	0	0	0	0	0	7	7	9	7	7	7	6	7	6
37035	2	0	1	0	1	0	0	7	8	9	7	7	7	6	7	6
37037	0	0	0	0	0	0	0	6	7	9	6	7	7	6	6	6
37039	1	0	0	0	1	0	0	7	9	8	8	7	7	5	7	5
37041	0	0	0	0	0	0	0	5	4	8	4	7	5	5	5	5
37043	0	0	0	0	0	0	0	7	8	8	7	7	7	5	7	5
37045	2	0	1	0	1	0	0	7	8	9	7	7	7	6	7	6
37047	1	0	0	0	1	0	0	5	5	9	4	7	5	6	5	5
37049	1	0	0	0	1	0	0	4	4	9	4	7	5	6	5	5
37051	6	1	3	0	1	0	1	6	6	9	5	7	6	6	6	6
37053	0	0	0	0	0	0	0	5	3	8	4	7	5	5	5	5
37055	0	0	0	0	0	0	0	4	3	8	3	7	4	5	4	5
37057	1	0	0	0	1	0	0	7	8	9	7	7	7	6	7	6
37059	0	0	0	0	0	0	0	7	8	9	7	7	7	6	7	6
37061	1	0	0	0	1	0	0	5	5	9	4	7	5	6	5	6
37063	7	1	2	2	1	1	0	7	7	9	6	7	7	6	7	7
37065	1	0	0	0	1	0	0	5	5	9	5	7	6	6	6	6
37067	7	2	4	0	1	0	0	7	8	9	7	7	8	6	7	7
37069	1	0	0	0	0	1	0	6	6	9	6	7	6	6	6	6
37071	2	0	1	0	1	0	0	7	8	9	7	7	7	6	7	6
37073	0	0	0	0	0	0	0	5	4	8	5	7	6	5	6	5
37075	0	0	0	0	0	0	0	7	9	8	8	7	8	5	7	5
37077	0	0	0	0	0	0	0	6	6	9	6	7	7	6	7	6
37079	0	0	0	0	0	0	0	5	5	9	5	7	5	6	5	6
37081	11	2	5	3	1	0	0	7	7	9	7	7	8	7	7	7
37083	1	0	0	0	1	0	0	6	5	9	6	7	6	6	6	6
37085	2	0	2	0	0	0	0	6	6	9	6	7	6	6	6	6
37087	1	0	0	0	1	0	0	7	9	8	8	7	8	6	7	5
37089	1	0	0	0	1	0	0	7	9	9	7	7	8	6	7	6
37091	2	0	1	0	1	0	0	5	5	9	5	7	6	5	6	5
37093	0	0	0	0	0	0	0	6	6	9	5	7	6	6	6	6
37095	0	0	0	0	0	0	0	4	3	8	3	7	4	5	4	5
37097	2	0	0	0	1	0	1	7	8	9	7	7	7	6	7	6
37099	2	1	0	0	1	0	0	7	9	8	8	7	8	6	7	5
37101	1	0	0	0	1	0	0	6	6	9	5	7	6	6	6	6
37103	0	0	0	0	0	0	0	4	4	9	4	7	5	6	5	5
37105	1	0	0	0	1	0	0	6	7	9	6	7	6	6	6	6
37107	1	0	0	0	1	0	0	5	5	9	4	7	5	6	5	6
37109	0	0	0	0	0	0	0	7	8	9	7	7	7	6	7	6
37111	1	0	0	0	1	0	0	7	9	9	8	7	8	6	7	6
37113	0	0	0	0	0	0	0	7	8	8	7	7	8	5	7	5
37115	1	0	1	0	0	0	0	8	9	8	8	7	8	6	7	6
37117	1	0	0	0	1	0	0	5	5	9	5	7	5	6	5	5
37119	18	1	5	7	3	0	2	7	8	9	7	7	7	6	7	7
37121	0	0	0	0	0	0	0	8	9	9	8	7	8	6	7	6
37123	1	0	0	0	1	0	0	6	7	9	6	7	7	6	6	6
37125	1	0	0	0	1	0	0	6	7	9	6	7	6	6	6	6
37127	2	0	1	0	1	0	0	6	6	9	5	7	6	6	6	6
37129	3	1	0	1	1	0	0	4	4	9	4	7	5	6	4	5
37131	0	0	0	0	0	0	0	6	5	9	5	7	6	6	6	5
37133	2	0	0	0	1	0	1	4	4	9	4	7	5	6	4	5
37135	1	1	0	0	0	0	0	7	7	9	6	7	7	6	7	6
37137	1	0	0	0	1	0	0	4	3	9	4	7	4	5	4	5
37139	3	1	1	0	1	0	0	5	4	8	4	7	5	6	5	5
37141	0	0	0	0	0	0	0	4	4	9	4	7	5	6	4	5
37143	0	0	0	0	0	0	0	5	4	8	4	7	5	5	5	5
37145	1	0	0	0	1	0	0	7	7	9	6	7	7	6	7	6
37147	3	1	0	0	1	0	1	5	5	9	5	7	6	6	5	6
37149	0	0	0	0	0	0	0	7	8	9	7	7	7	6	7	6
37151	1	0	0	0	1	0	0	7	7	9	7	7	7	6	7	6
37153	1	0	0	0	1	0	0	6	7	9	6	7	6	6	6	6
37155	2	1	0	0	1	0	0	5	6	9	5	7	6	6	5	6
37157	1	0	0	0	1	0	0	7	8	9	7	7	8	6	7	6
37159	4	0	3	0	1	0	0	7	8	9	7	7	7	6	7	6
37161	1	0	0	0	1	0	0	7	9	9	7	7	7	6	7	6
37163	1	0	0	0	1	0	0	5	5	9	5	7	6	6	5	6
37165	1	0	1	0	0	0	0	6	6	9	5	7	6	6	6	6
37167	2	0	1	0	1	0	0	7	7	9	6	7	7	6	7	6
37169	0	0	0	0	0	0	0	7	8	9	7	7	8	6	7	6
37171	1	0	0	0	1	0	0	7	8	9	7	7	8	6	7	6
37173	0	0	0	0	0	0	0	7	9	8	8	7	8	5	7	5
37175	1	0	1	0	0	0	0	7	8	8	7	7	7	5	7	5
37177	0	0	0	0	0	0	0	4	3	8	4	7	5	5	5	5
37179	1	0	1	0	0	0	0	6	7	9	6	7	7	6	6	6
37181	1	0	0	0	1	0	0	6	6	9	6	7	7	6	6	6
37183	15	1	6	4	1	0	3	6	6	9	6	7	7	6	6	7
37185	0	0	0	0	0	0	0	6	6	9	6	7	7	6	6	6
37187	0	0	0	0	0	0	0	5	4	8	4	7	5	5	5	5
37189	2	1	1	0	0	0	0	8	9	9	8	7	8	6	8	6
37191	2	0	1	0	1	0	0	5	5	9	5	7	6	6	5	6
37193	1	0	0	0	1	0	0	7	8	9	8	7	8	6	7	6
37195	2	0	1	0	1	0	0	6	6	9	5	7	6	6	6	6
37197	0	0	0	0	0	0	0	7	8	9	7	7	8	6	7	6
37199	0	0	0	0	0	0	0	8	9	9	8	7	8	6	7	6
38001	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38003	1	1	0	0	0	0	0	1	1	0	1	0	1	3	1	0
38005	1	0	0	0	1	0	0	1	1	0	1	0	1	2	1	0
38007	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38009	1	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0
38011	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38013	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
38015	6	1	3	0	0	0	2	1	1	0	1	0	1	3	1	0
38017	5	1	0	1	0	0	3	2	1	0	1	0	2	3	2	0
38019	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38021	1	0	1	0	0	0	0	1	1	0	1	0	1	2	2	0
38023	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
38025	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38027	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38029	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38031	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38033	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38035	2	1	0	0	0	0	1	1	1	0	1	0	1	3	1	0
38037	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38039	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38041	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38043	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38045	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38047	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38049	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38051	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38053	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
38055	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38057	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38059	0	0	0	0	0	0	0	1	1	0	1	0	1	3	1	0
38061	1	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0
38063	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38065	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38067	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38069	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38071	1	0	0	0	1	0	0	1	1	0	1	0	1	2	1	0
38073	0	0	0	0	0	0	0	1	1	0	1	0	1	2	2	0
38075	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
38077	1	0	0	0	1	0	0	2	2	0	2	0	2	2	2	0
38079	1	0	1	0	0	0	0	1	1	0	0	0	1	2	1	0
38081	0	0	0	0	0	0	0	2	2	0	1	0	2	2	2	0
38083	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38085	1	1	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38087	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38089	1	1	0	0	0	0	0	1	1	0	1	0	1	3	1	0
38091	0	0	0	0	0	0	0	1	1	0	1	0	1	3	1	0
38093	1	0	1	0	0	0	0	1	1	0	1	0	1	2	1	0
38095	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38097	1	1	0	0	0	0	0	1	1	0	1	0	1	3	1	0
38099	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38101	2	1	0	0	0	0	1	1	1	0	0	0	1	3	1	0
38103	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0
38105	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
39001	0	0	0	0	0	0	0	9	9	7	9	9	9	8	9	8
39003	5	1	2	0	1	0	1	9	8	7	9	9	9	8	9	8
39005	1	0	1	0	0	0	0	9	8	7	9	9	9	8	9	8
39007	1	1	0	0	0	0	0	8	6	7	8	9	9	8	8	8
39009	3	1	0	0	2	0	0	9	8	7	9	9	9	8	9	8
39011	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39013	2	1	0	0	1	0	0	9	7	7	9	9	9	8	9	8
39015	1	0	0	0	0	1	0	9	9	7	9	9	9	8	9	8
39017	5	3	0	0	0	0	2	9	9	7	9	9	9	8	9	8
39019	0	0	0	0	0	0	0	9	7	7	9	9	9	8	9	8
39021	1	0	1	0	0	0	0	9	8	7	9	9	9	8	9	8
39023	3	0	1	0	1	0	1	9	8	7	9	9	9	8	9	8
39025	1	1	0	0	0	0	0	9	9	7	9	9	9	8	9	8
39027	1	0	1	0	0	0	0	9	9	7	9	9	9	8	9	8
39029	4	2	1	0	0	0	1	9	7	7	9	9	9	8	9	8
39031	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39033	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39035	33	1	7	6	1	3	15	9	7	7	9	9	9	8	9	8
39037	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39039	1	0	1	0	0	0	0	9	7	7	9	9	8	8	9	8
39041	2	0	2	0	0	0	0	9	8	7	9	9	9	8	9	8
39043	4	0	0	0	2	1	1	9	7	7	9	9	9	8	9	8
39045	2	1	0	0	0	0	1	9	8	7	9	9	9	8	9	8
39047	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39049	29	1	9	6	1	0	12	9	8	7	9	9	9	8	9	8
39051	0	0	0	0	0	0	0	9	7	7	9	9	8	8	9	8
39053	2	0	1	0	0	0	1	9	8	7	9	9	9	8	9	8
39055	1	1	0	0	0	0	0	9	6	7	9	9	9	8	9	8
39057	9	3	6	0	0	0	0	9	9	7	9	9	9	8	9	8
39059	1	0	0	0	0	0	1	9	8	7	9	9	9	8	9	8
39061	30	2	11	5	2	0	10	9	9	7	9	9	9	8	9	8
39063	4	0	2	1	0	0	1	9	8	7	9	9	9	8	9	8
39065	1	0	1	0	0	0	0	9	8	7	9	9	9	8	9	8
39067	0	0	0	0	0	0	0	9	7	7	9	9	9	8	9	8
39069	1	0	0	0	1	0	0	9	7	7	9	9	8	8	9	8
39071	1	0	0	0	1	0	0	9	9	7	9	9	9	8	9	8
39073	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39075	0	0	0	0	0	0	0	9	7	7	9	9	9	8	9	8
39077	1	0	0	0	0	0	1	9	7	7	9	9	9	8	9	8
39079	1	0	0	0	0	0	1	9	8	7	9	9	9	8	9	8
39081	3	0	1	0	1	1	0	9	7	7	9	9	9	8	9	8
39083	2	0	2	0	0	0	0	9	8	7	9	9	9	8	9	8
39085	6	0	2	1	1	0	2	9	6	7	9	9	9	8	8	8
39087	3	1	1	0	1	0	0	9	9	7	9	9	9	8	9	8
39089	4	1	1	0	2	0	0	9	8	7	9	9	9	8	9	8
39091	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39093	5	0	1	0	2	0	2	9	7	7	9	9	9	8	9	8
39095	13	1	2	2	1	0	7	9	7	7	9	9	8	8	9	8
39097	1	0	0	0	0	1	0	9	8	7	9	9	9	8	9	8
39099	4	1	0	1	0	0	2	9	6	7	9	9	9	8	9	8
39101	2	1	0	0	1	0	0	9	8	7	9	9	9	8	9	8
39103	1	0	0	0	0	0	1	9	7	7	9	9	9	8	9	8
39105	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39107	1	1	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39109	2	0	0	0	1	0	1	9	8	7	9	9	9	8	9	8
39111	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39113	19	0	3	2	1	0	13	9	9	7	9	9	9	8	9	8
39115	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39117	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39119	4	1	1	0	1	0	1	9	8	7	9	9	9	8	9	8
39121	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39123	0	0	0	0	0	0	0	9	7	7	9	9	8	8	9	8
39125	0	0	0	0	0	0	0	9	7	7	9	9	8	8	9	8
39127	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39129	1	0	1	0	0	0	0	9	8	7	9	9	9	8	9	8
39131	0	0	0	0	0	0	0	9	9	7	9	9	9	8	9	8
39133	4	2	1	0	0	0	1	9	7	7	9	9	9	8	9	8
39135	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39137	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39139	3	1	0	0	2	0	0	9	8	7	9	9	9	8	9	8
39141	2	1	0	0	0	0	1	9	8	7	9	9	9	8	9	8
39143	1	0	0	0	1	0	0	9	7	7	9	9	8	8	9	8
39145	3	1	0	0	0	0	2	9	9	7	9	9	9	8	9	8
39147	3	0	2	0	0	0	1	9	7	7	9	9	9	8	9	8
39149	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39151	9	1	4	1	1	0	2	9	7	7	9	9	9	8	9	8
39153	9	1	0	4	0	1	3	9	7	7	9	9	9	8	9	8
39155	5	1	0	0	0	0	4	9	6	7	9	9	9	8	9	8
39157	1	1	0	0	0	0	0	9	7	7	9	9	9	8	9	8
39159	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39161	0	0	0	0	0	0	0	9	8	7	9	9	8	8	9	8
39163	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
39165	2	0	0	0	1	0	1	9	9	7	9	9	9	8	9	8
39167	3	0	1	0	2	0	0	9	8	7	9	9	9	8	9	8
39169	3	0	1	0	2	0	0	9	7	7	9	9	9	8	9	8
39171	0	0	0	0	0	0	0	9	7	7	8	9	8	8	9	8
39173	3	1	0	0	1	0	1	9	7	7	9	9	8	8	9	8
39175	0	0	0	0	0	0	0	9	8	7	9	9	9	8	9	8
40001	0	0	0	0	0	0	0	5	6	6	5	3	5	6	4	2
40003	0	0	0	0	0	0	0	3	4	6	3	3	3	6	3	2
40005	0	0	0	0	0	0	0	3	5	6	4	3	4	6	3	2
40007	0	0	0	0	0	0	0	2	3	5	2	3	2	6	2	2
40009	0	0	0	0	0	0	0	2	3	6	3	3	2	6	2	2
40011	0	0	0	0	0	0	0	3	4	6	3	4	3	7	3	3
40013	2	1	0	0	1	0	0	3	5	6	4	3	3	6	3	2
40015	1	0	0	0	1	0	0	3	4	6	3	4	3	7	3	3
40017	1	0	0	0	1	0	0	3	4	6	4	4	3	7	3	3
40019	0	0	0	0	0	0	0	3	4	6	3	3	3	6	3	2
40021	2	1	0	0	1	0	0	4	6	6	5	4	4	7	4	3
40023	0	0	0	0	0	0	0	4	5	6	4	3	4	6	3	2
40025	0	0	0	0	0	0	0	2	2	5	2	3	2	6	2	2
